SUBJECT;LABEL;AUC;AVGDIST;DICE;FN;FP;HDRFDST;JACRD;SNSVTY;SPCFTY;TN;TP
117122;Amygdala;0.9283517065803241;1.6801784304818643;0.4668598333936979;429;5459;13.076696830622021;0.30451216631230804;0.8573328899235118;0.9993705232371364;8666823;2578
117122;GreyMatter;0.9551598633673499;0.31088859418523945;0.7224510162569695;23914;347091;2.0;0.5654977033759554;0.9528110329912327;0.9575086937434673;7821427;482857
117122;Hippocampus;0.9836467628614394;1.1699015196518432;0.5842430985327863;272;11686;14.491376746189438;0.412671905697446;0.9686419183767582;0.9986516073461207;8654929;8402
117122;Thalamus;0.9790004194058499;0.6615565612666671;0.7641809035907183;703;9470;16.911534525287763;0.618359843937575;0.9590946118934016;0.9989062269182983;8648633;16483
117122;WhiteMatter;0.9727746423751682;0.25239882579154915;0.8189471048001854;14952;188917;3.0;0.6934042565990519;0.9685900169528199;0.9769592677975164;8010345;461075
117122-PP;Amygdala;0.9283518795451793;1.6788705978661653;0.466986685988588;429;5456;13.076696830622021;0.304620111071724;0.8573328899235118;0.9993708691668467;8666826;2578
117122-PP;GreyMatter;0.9551979685032366;0.3090918883335848;0.7228186834407662;23918;346404;2.0;0.5659483693263399;0.9528031398797484;0.9575927971267248;7822114;482853
117122-PP;Hippocampus;0.9836484936409884;1.1642806212690637;0.584853125435055;272;11656;14.45683229480096;0.4132808657156911;0.9686419183767582;0.9986550689052185;8654959;8402
117122-PP;Thalamus;0.9790008236514451;0.6610024463837257;0.7643049244180655;703;9463;16.911534525287763;0.6185222710045405;0.9590946118934016;0.9989070354094887;8648640;16483
117122-PP;WhiteMatter;0.9727803261241086;0.25134979783364636;0.819106752651495;14960;188686;2.8284271247461903;0.6936331920693593;0.9685732111833992;0.9769874410648178;8010576;461067
118528;Amygdala;0.9353603864466814;1.7337105179865213;0.4500784540424478;402;6257;13.74772708486752;0.29038789428815004;0.8714422769427567;0.9992784959506061;8665905;2725
118528;GreyMatter;0.9579576438333117;0.3312971701398273;0.7196634790296988;19879;383114;3.1622776601683795;0.562089315771687;0.9629916466380837;0.9529236410285397;7755026;517270
118528;Hippocampus;0.9838706224781534;1.2710035383118297;0.5571583228486994;300;14835;14.142135623730951;0.3861534717715769;0.9694532125038183;0.9982880324524884;8650633;9521
118528;Thalamus;0.9836348882311834;0.7359446567588936;0.7285515695997676;567;12516;16.278820596099706;0.573009138381201;0.9687155153387773;0.9985542611235896;8644649;17557
118528;WhiteMatter;0.9683451856835357;0.22686990887419264;0.8307609590048844;20595;165747;2.449489742783178;0.7105142146962871;0.9569099890575015;0.9797803823095699;8031589;457358
118528-PP;Amygdala;0.9353606747254289;1.7324104132738787;0.45026437541308656;402;6252;13.74772708486752;0.2905427017805736;0.8714422769427567;0.9992790725081012;8665910;2725
118528-PP;GreyMatter;0.9579962520117682;0.32983954529261555;0.7200050109963531;19883;382425;3.1622776601683795;0.5625061169628546;0.962984199914735;0.9530083041088012;7755715;517266
118528-PP;Hippocampus;0.9838742575963029;1.2589072768683318;0.5581872544996189;300;14772;14.0;0.3871426828772415;0.9694532125038183;0.9982953026887873;8650696;9521
118528-PP;Thalamus;0.9836349459868112;0.7359159447338274;0.7285666860320359;567;12515;16.278820596099706;0.5730278403342146;0.9687155153387773;0.9985543766348453;8644650;17557
118528-PP;WhiteMatter;0.9683706633600782;0.22446225227097952;0.8311000141740353;20597;165295;2.23606797749979;0.7110103723602716;0.9569058045456352;0.9798355221745211;8032041;457356
118730;Amygdala;0.9853311031849253;1.1638544413670224;0.5383117432901533;94;5359;11.40175425099138;0.3682808155699722;0.971280171096853;0.9993820352729976;8666657;3179
118730;GreyMatter;0.9548399638392975;0.2907840558006056;0.7294206322361044;24744;381624;2.0;0.5740850597313086;0.9567776803462816;0.9529022473323133;7721183;547738
118730;Hippocampus;0.9754365418766984;1.224893200244829;0.5208893386887631;410;14739;11.789826122551595;0.352163872733493;0.9525737420474263;0.9982993417059706;8651905;8235
118730;Thalamus;0.9886321991516459;0.7491466101925927;0.7242996799789575;360;12218;16.09347693943108;0.5677663230240549;0.9786755123800498;0.998588885923242;8646189;16522
118730;WhiteMatter;0.9710796128220989;0.2335819824720805;0.8179943651386294;16223;171698;2.23606797749979;0.6920393109924272;0.9630045175399589;0.9791547081042389;8065078;422290
118730-PP;Amygdala;0.9853311031849253;1.1638544413670224;0.5383117432901533;94;5359;11.40175425099138;0.3682808155699722;0.971280171096853;0.9993820352729976;8666657;3179
118730-PP;GreyMatter;0.9548782032025598;0.28926801458565293;0.7297337985630105;24746;380976;2.0;0.5744731283391612;0.9567741867866588;0.9529822196184606;7721831;547736
118730-PP;Hippocampus;0.9754419072753464;1.2097449673172775;0.5224259341495908;410;14646;11.74734012447073;0.3535700485165944;0.9525737420474263;0.9983100725032665;8651998;8235
118730-PP;Thalamus;0.988633527340538;0.7480489862082799;0.7246650145836532;360;12195;16.09347693943108;0.5682154280015133;0.9786755123800498;0.9985915423010261;8646212;16522
118730-PP;WhiteMatter;0.971099974742237;0.23174375896989943;0.8182876896812986;16225;171325;2.23606797749979;0.6924593088656331;0.9629999566717521;0.9791999928127219;8065451;422288
118932;Amygdala;0.9877745029701006;1.4433765135961358;0.5116561227142733;72;5563;12.68857754044952;0.3437754745545592;0.9761904761904762;0.9993585297497252;8666702;2952
118932;GreyMatter;0.9584885125857104;0.28829418851050204;0.7337140388205466;20920;371054;2.0;0.5794220747240579;0.9627051262624011;0.9542718989090198;7743300;540015
118932;Hippocampus;0.988264413290749;1.2466401349974787;0.5408307431477819;192;14433;13.379088160259652;0.37064291247095277;0.9781942078364566;0.9983346187450413;8652051;8613
118932;Thalamus;0.978935314746978;0.7527276180200716;0.7428123258549875;765;11696;16.30950643030009;0.5908523771998949;0.9592217484008528;0.9986488810931032;8644833;17995
118932;WhiteMatter;0.9669948711569338;0.2170780637813302;0.8370602374535654;22780;158417;2.23606797749979;0.719779531504447;0.953339369036841;0.9806503732770268;8028666;465426
118932-PP;Amygdala;0.98777461828023;1.4423820780148349;0.5117448210106613;72;5561;12.68857754044952;0.3438555620267909;0.9761904761904762;0.9993587603699841;8666704;2952
118932-PP;GreyMatter;0.9585381244795974;0.28593897203140967;0.7341410079414765;20924;370191;2.0;0.5799548074052276;0.9626979953113998;0.954378253647795;7744163;540011
118932-PP;Hippocampus;0.9882686826115024;1.2371084708065392;0.5420901910186613;192;14359;13.379088160259652;0.37182697288896566;0.9781942078364566;0.998343157386548;8652125;8613
118932-PP;Thalamus;0.978935603546334;0.7520558441589683;0.7428889898030797;765;11691;16.30950643030009;0.5909493941085678;0.9592217484008528;0.9986494586918152;8644838;17995
118932-PP;WhiteMatter;0.9670168100006954;0.21552087041277201;0.8373423096021129;22781;158041;2.23606797749979;0.7201967668708713;0.9533373207211709;0.9806962992802198;8029042;465425
120111;Amygdala;0.9125473294116826;1.2626790774569974;0.5105717811600164;655;5294;9.219544457292887;0.3427971718957137;0.8257051623203832;0.999389496502982;8666237;3103
120111;GreyMatter;0.9586892376566232;0.3104132231128775;0.7158527753504351;19168;360630;2.23606797749979;0.5574538196317689;0.9614776287679795;0.9559008465452667;7817078;478413
120111;Hippocampus;0.9893800080214773;1.128991262387419;0.5391778045227086;170;14380;11.357816691600547;0.3690920128349666;0.9804192582354296;0.998340757807525;8652227;8512
120111;Thalamus;0.9781181599913156;0.9913962097315975;0.6992245841602389;752;13949;17.578395831246947;0.5375444336091101;0.957847533632287;0.9983887863503441;8643500;17088
120111;WhiteMatter;0.9682818564988132;0.196049826788211;0.8502642277107338;23511;154317;2.0;0.7395301148347785;0.9555055516338855;0.9810581613637407;7992569;504892
120111-PP;Amygdala;0.9125478483511871;1.2617485651085947;0.5109501070311213;655;5285;9.219544457292887;0.3431383390467765;0.8257051623203832;0.9993905343819909;8666246;3103
120111-PP;GreyMatter;0.9587141621659216;0.3090727972741437;0.7161496420022724;19178;360058;2.23606797749979;0.5578139520241033;0.9614575315375788;0.9559707927942646;7817650;478403
120111-PP;Hippocampus;0.9893812195682798;1.1264734657879336;0.539536652616233;170;14359;11.357816691600547;0.36942841022525064;0.9804192582354296;0.9983431809011301;8652248;8512
120111-PP;Thalamus;0.9781183910062485;0.9911820021793015;0.6992818120434596;752;13945;17.578395831246947;0.5376120811703634;0.957847533632287;0.9983892483802099;8643504;17088
120111-PP;WhiteMatter;0.9683063443828954;0.19411029385498949;0.8505499855544034;23511;153918;2.0;0.7399625689374942;0.9555055516338855;0.9811071371319053;7992968;504892
122317;Amygdala;0.963934289039853;1.2741814948227783;0.5596940169383481;237;4598;13.038404810405298;0.3885938290338897;0.9283987915407855;0.9994697865389204;8667381;3073
122317;GreyMatter;0.9500990006300818;0.299690369717428;0.7331868529131133;31275;328895;2.0;0.5787647962125438;0.9405574202965762;0.9596405809635875;7820256;494863
122317;Hippocampus;0.9819506577007959;1.2164170555360516;0.5640060240963856;270;11310;12.68857754044952;0.39276350288411116;0.9652061855670103;0.9986951298345814;8656219;7490
122317;Thalamus;0.9910818658715583;0.6247785199506619;0.76100028634151;271;9745;15.165750888103101;0.6142053770895924;0.9832891410248504;0.9988745907182663;8649327;15946
122317;WhiteMatter;0.9741209992255705;0.22466211996052873;0.8364476789076927;15202;173531;3.0;0.7188741440715457;0.9694626126922397;0.9787793857589013;8003942;482614
122317-PP;Amygdala;0.9639343466968191;1.2741167065355674;0.5597449908925318;237;4597;13.038404810405298;0.38864297457948654;0.9283987915407855;0.9994699018528528;8667382;3073
122317-PP;GreyMatter;0.9501316176738328;0.29796388562811765;0.7335430353627588;31284;328224;2.0;0.579208813126052;0.9405403145182443;0.9597229208294213;7820927;494854
122317-PP;Hippocampus;0.9819549841933868;1.2057746376243708;0.5656031716065698;270;11235;12.727922061357855;0.39431429323506184;0.9652061855670103;0.9987037828197632;8656294;7490
122317-PP;Thalamus;0.991082732015182;0.6229799961158886;0.7612727663332777;271;9730;15.165750888103101;0.6145604501483793;0.9832891410248504;0.9988763230055138;8649342;15946
122317-PP;WhiteMatter;0.9741315159218653;0.2239389063850801;0.8365723715514708;15202;173359;3.0;0.7190583677878347;0.9694626126922397;0.978800419151491;8004114;482614
122620;Amygdala;0.9754064927082191;1.1450595647097883;0.5664101706256273;173;5011;13.038404810405298;0.39509918319719955;0.9513908401236303;0.9994221452928078;8666719;3386
122620;GreyMatter;0.9546185183494209;0.30652562114652293;0.7369157376656604;26390;349333;2.8284271247461903;0.5834256348849972;0.9522441105895382;0.9569929261093035;7773354;526212
122620;Hippocampus;0.9502933149695239;1.2864252393959261;0.5631142555303006;955;12692;14.491376746189438;0.3918991177256929;0.902051282051282;0.9985353478877655;8652847;8795
